"region","set_type","status","all_pop","ind_edu","phd_edu","hig_edu","mast_edu","spec_edu","bac_edu","not_compl_edu","prof_edu","prof_edu_mid_spec","prof_edu_work","mid_edu","mid_edu_gen","mid_edu_prim","non_edu","not_ind_edu"
"Orenburg Oblast","city","indicated status",823853,801947,11928,204556,11018,146351,47187,16040,377228,270866,106362,121718,56662,12769,1046,21906
"Orenburg Oblast","city","labour force",477121,461643,8215,153534,9044,107232,37258,11749,227520,162003,65517,46339,13490,692,104,15478
"Orenburg Oblast","city","employed",472741,457339,8164,152223,8971,106352,36900,11639,225707,160773,64934,45612,13220,674,100,15402
"Orenburg Oblast","city","unemployed",4380,4304,51,1311,73,880,358,110,1813,1230,583,727,270,18,4,76
"Orenburg Oblast","city","not in labour",346732,340304,3713,51022,1974,39119,9929,4291,149708,108863,40845,75379,43172,12077,942,6428
"Orenburg Oblast","city","labour force",6138,6071,79,1653,111,1111,431,144,2567,1670,897,1141,433,54,NA,67
"Orenburg Oblast","city",NA,93837,14407,189,2498,118,1796,584,237,5629,4332,1297,3134,2095,600,25,79430
"Orenburg Oblast","village",NA,605606,594440,5286,90955,3697,66724,20534,7028,260197,179009,81188,131759,79531,17671,2013,11166
"Orenburg Oblast","village","indicated status",592533,589375,5234,90253,3677,66194,20382,6973,258299,177601,80698,130561,78673,17384,1998,3158
"Orenburg Oblast","village","labour force",294052,292058,3258,64757,2944,46272,15541,4554,144394,97818,46576,53106,21338,500,151,1994
"Orenburg Oblast","village","employed",287960,285979,3236,64085,2917,45812,15356,4481,141544,96017,45527,51493,20520,481,139,1981
"Orenburg Oblast","village","unemployed",6092,6079,22,672,27,460,185,73,2850,1801,1049,1613,818,19,12,13
"Orenburg Oblast","village","not in labour",298481,297317,1976,25496,733,19922,4841,2419,113905,79783,34122,77455,57335,16884,1847,1164
"Orenburg Oblast","village","labour force",6088,6070,34,704,43,483,178,90,2659,1676,983,1640,879,55,9,18
"Orenburg Oblast","village",NA,13073,5065,52,702,20,530,152,55,1898,1408,490,1198,858,287,15,8008
"Penza Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penza Oblast","total",NA,1072765,958443,10586,218391,11892,157701,48798,14306,397783,275877,121906,196879,97520,20615,2363,114322
"Penza Oblast","total","indicated status",957749,941896,10361,215414,11793,155746,47875,14068,391223,270780,120443,192995,95321,20188,2326,15853
"Penza Oblast","total","labour force",522046,511719,6983,157931,9678,111350,36903,9957,233337,158960,74377,79797,23090,398,226,10327
"Penza Oblast","total","employed",517085,506782,6929,156661,9578,110499,36584,9856,231369,157702,73667,78732,22637,380,218,10303
"Penza Oblast","total","unemployed",4961,4937,54,1270,100,851,319,101,1968,1258,710,1065,453,18,8,24
"Penza Oblast","total","not in labour",435703,430177,3378,57483,2115,44396,10972,4111,157886,111820,46066,113198,72231,19790,2100,5526
"Penza Oblast","total","labour force",7040,6993,61,1698,121,1163,414,135,2641,1690,951,1696,701,49,12,47
"Penza Oblast","total",NA,115016,16547,225,2977,99,1955,923,238,6560,5097,1463,3884,2199,427,37,98469
"Penza Oblast","city",NA,734686,623367,9207,173749,9861,126294,37594,10837,263510,188759,74751,111462,45038,8521,1043,111319
"Penza Oblast","city","indicated status",623508,608542,8982,170914,9773,124438,36703,10614,257402,183942,73460,108103,43322,8193,1012,14966
"Penza Oblast","city","labour force",354022,344272,6079,125987,7990,89769,28228,7545,153550,107867,45683,41812,8948,216,135,9750
"Penza Oblast","city","employed",350769,341039,6028,124926,7898,89052,27976,7463,152283,107016,45267,41218,8787,204,130,9730
"Penza Oblast","city","unemployed",3253,3233,51,1061,92,717,252,82,1267,851,416,594,161,12,5,20
"Penza Oblast","city","not in labour",269486,264270,2903,44927,1783,34669,8475,3069,103852,76075,27777,66291,34374,7977,877,5216
"Penza Oblast","city","labour force",4574,4532,49,1403,100,975,328,102,1664,1111,553,958,315,35,6,42
"Penza Oblast","city",NA,111178,14825,225,2835,88,1856,891,223,6108,4817,1291,3359,1716,328,31,96353
"Penza Oblast","village",NA,338079,335076,1379,44642,2031,31407,11204,3469,134273,87118,47155,85417,52482,12094,1320,3003
"Penza Oblast","village","indicated status",334241,333354,1379,44500,2020,31308,11172,3454,133821,86838,46983,84892,51999,11995,1314,887
"Penza Oblast","village","labour force",168024,167447,904,31944,1688,21581,8675,2412,79787,51093,28694,37985,14142,182,91,577
"Penza Oblast","village","employed",166316,165743,901,31735,1680,21447,8608,2393,79086,50686,28400,37514,13850,176,88,573
"Penza Oblast","village","unemployed",1708,1704,3,209,8,134,67,19,701,407,294,471,292,6,3,4
"Penza Oblast","village","not in labour",166217,165907,475,12556,332,9727,2497,1042,54034,35745,18289,46907,37857,11813,1223,310
"Penza Oblast","village","labour force",2466,2461,12,295,21,188,86,33,977,579,398,738,386,14,6,5
"Penza Oblast","village",NA,3838,1722,NA,142,11,99,32,15,452,280,172,525,483,99,6,2116
"Samara Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samara Oblast","total",NA,2695051,2466317,30477,654750,38425,459771,156554,62457,1070809,732934,337875,404646,193884,45834,3460,228734
"Samara Oblast","total","indicated status",2473856,2404477,29790,643876,37982,452044,153850,60804,1047286,717593,329693,392085,184189,43090,3357,69379
"Samara Oblast","total","labour force",1520561,1469267,20859,504069,31268,345673,127128,46862,671403,453150,218253,166079,55640,3936,419,51294
"Samara Oblast","total","employed",1509241,1458053,20719,500707,30976,343417,126314,46502,667011,450376,216635,164039,54845,3819,411,51188
"Samara Oblast","total","unemployed",11320,11214,140,3362,292,2256,814,360,4392,2774,1618,2040,795,117,8,106
"Samara Oblast","total","not in labour",953295,935210,8931,139807,6714,106371,26722,13942,375883,264443,111440,226006,128549,39154,2938,18085
"Samara Oblast","total","labour force",13659,13551,186,3873,370,2597,906,431,4871,3242,1629,2838,1175,154,23,108
"Samara Oblast","total",NA,221195,61840,687,10874,443,7727,2704,1653,23523,15341,8182,12561,9695,2744,103,159355
"Samara Oblast","city",NA,2150284,1935862,27191,563990,34735,394981,134274,54712,827170,568092,259078,296587,135025,29282,1905,214422
"Samara Oblast","city","indicated status",1945814,1880941,26555,553842,34307,387775,131760,53146,806177,554382,251795,285745,126568,27071,1837,64873
"Samara Oblast","city","labour force",1224957,1176701,18857,436534,28308,298670,109556,41262,518903,351598,167305,118733,39153,2942,317,48256
"Samara Oblast","city","employed",1216742,1168578,18742,433634,28053,296718,108863,40954,516033,349758,166275,117359,38697,2847,312,48164
"Samara Oblast","city","unemployed",8215,8123,115,2900,255,1952,693,308,2870,1840,1030,1374,456,95,5,92
"Samara Oblast","city","not in labour",720857,704240,7698,117308,5999,89105,22204,11884,287274,202784,84490,167012,87415,24129,1520,16617
"Samara Oblast","city","labour force",10327,10233,162,3340,328,2225,787,365,3417,2315,1102,2111,721,100,17,94
"Samara Oblast","city",NA,204470,54921,636,10148,428,7206,2514,1566,20993,13710,7283,10842,8457,2211,68,149549
"Samara Oblast","village",NA,544767,530455,3286,90760,3690,64790,22280,7745,243639,164842,78797,108059,58859,16552,1555,14312
"Samara Oblast","village","indicated status",528042,523536,3235,90034,3675,64269,22090,7658,241109,163211,77898,106340,57621,16019,1520,4506
"Samara Oblast","village","labour force",295604,292566,2002,67535,2960,47003,17572,5600,152500,101552,50948,47346,16487,994,102,3038
"Samara Oblast","village","employed",292499,289475,1977,67073,2923,46699,17451,5548,150978,100618,50360,46680,16148,972,99,3024
"Samara Oblast","village","unemployed",3105,3091,25,462,37,304,121,52,1522,934,588,666,339,22,3,14
"Samara Oblast","village","not in labour",232438,230970,1233,22499,715,17266,4518,2058,88609,61659,26950,58994,41134,15025,1418,1468
"Samara Oblast","village","labour force",3332,3318,24,533,42,372,119,66,1454,927,527,727,454,54,6,14
"Samara Oblast","village",NA,16725,6919,51,726,15,521,190,87,2530,1631,899,1719,1238,533,35,9806
"Saratov Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saratov Oblast","total",NA,2098799,1792602,21660,417728,24414,290332,102982,38403,760003,514352,245651,330875,182436,38319,3178,306197
"Saratov Oblast","total","indicated status",1796189,1746154,21142,410645,24100,285500,101045,37582,743428,503184,240244,319047,174736,36475,3099,50035
"Saratov Oblast","total","labour force",1047784,1012919,14318,310379,19707,210316,80356,27617,466605,313246,153359,134856,55193,3649,302,34865
"Saratov Oblast","total","employed",1038244,1003448,14232,307958,19537,208745,79676,27287,462831,310877,151954,132919,54351,3575,295,34796
"Saratov Oblast","total","unemployed",9540,9471,86,2421,170,1571,680,330,3774,2369,1405,1937,842,74,7,69
"Saratov Oblast","total","not in labour",748405,733235,6824,100266,4393,75184,20689,9965,276823,189938,86885,184191,119543,32826,2797,15170
"Saratov Oblast","total","labour force",13110,12995,188,2781,222,1722,837,292,4755,2903,1852,3247,1521,189,22,115
"Saratov Oblast","total",NA,302610,46448,518,7083,314,4832,1937,821,16575,11168,5407,11828,7700,1844,79,256162
"Saratov Oblast","city",NA,1611507,1315359,18899,359247,22240,248484,88523,32844,567170,390701,176469,216936,97790,20749,1724,296148
"Saratov Oblast","city","indicated status",1323417,1276788,18434,352836,21949,244125,86762,32088,553116,381139,171977,207278,92022,19348,1666,46629
"Saratov Oblast","city","labour force",799427,766654,12613,269306,17972,181854,69480,23988,350058,239607,110451,82539,26154,1763,233,32773
"Saratov Oblast","city","employed",792676,759963,12536,267162,17819,180476,68867,23698,347442,237928,109514,81320,25842,1735,228,32713
"Saratov Oblast","city","unemployed",6751,6691,77,2144,153,1378,613,290,2616,1679,937,1219,312,28,5,60
"Saratov Oblast","city","not in labour",523990,510134,5821,83530,3977,62271,17282,8100,203058,141532,61526,124739,65868,17585,1433,13856
"Saratov Oblast","city","labour force",9207,9104,167,2431,206,1508,717,236,3244,1954,1290,2175,717,118,16,103
"Saratov Oblast","city",NA,288090,38571,465,6411,291,4359,1761,756,14054,9562,4492,9658,5768,1401,58,249519
"Saratov Oblast","village",NA,487292,477243,2761,58481,2174,41848,14459,5559,192833,123651,69182,113939,84646,17570,1454,10049
"Saratov Oblast","village","indicated status",472772,469366,2708,57809,2151,41375,14283,5494,190312,122045,68267,111769,82714,17127,1433,3406
"Saratov Oblast","village","labour force",248357,246265,1705,41073,1735,28462,10876,3629,116547,73639,42908,52317,29039,1886,69,2092
"Saratov Oblast","village","employed",245568,243485,1696,40796,1718,28269,10809,3589,115389,72949,42440,51599,28509,1840,67,2083
"Saratov Oblast","village","unemployed",2789,2780,9,277,17,193,67,40,1158,690,468,718,530,46,2,9
"Saratov Oblast","village","not in labour",224415,223101,1003,16736,416,12913,3407,1865,73765,48406,25359,59452,53675,15241,1364,1314
"Saratov Oblast","village","labour force",3903,3891,21,350,16,214,120,56,1511,949,562,1072,804,71,6,12
"Saratov Oblast","village",NA,14520,7877,53,672,23,473,176,65,2521,1606,915,2170,1932,443,21,6643
"Ulyanovsk Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulyanovsk Oblast","total",NA,1011422,814479,9453,175934,10177,120904,44853,13640,338898,223375,115523,172696,85163,16931,1764,196943
"Ulyanovsk Oblast","total","indicated status",814217,792106,9227,172887,10075,118868,43944,13277,330546,217811,112735,166490,81888,16091,1700,22111
"Ulyanovsk Oblast","total","labour force",450371,435437,6076,127392,8161,85243,33988,9470,199352,129410,69942,69998,22721,220,208,14934
"Ulyanovsk Oblast","total","employed",446632,431735,6047,126442,8086,84642,33714,9366,197883,128544,69339,69170,22412,207,208,14897
"Ulyanovsk Oblast","total","unemployed",3739,3702,29,950,75,601,274,104,1469,866,603,828,309,13,NA,37
"Ulyanovsk Oblast","total","not in labour",363846,356669,3151,45495,1914,33625,9956,3807,131194,88401,42793,96492,59167,15871,1492,7177
"Ulyanovsk Oblast","total","labour force",4903,4869,63,1141,74,760,307,107,1871,1108,763,1181,473,31,2,34
"Ulyanovsk Oblast","total",NA,197205,22373,226,3047,102,2036,909,363,8352,5564,2788,6206,3275,840,64,174832
"Ulyanovsk Oblast","city",NA,769069,584638,8082,149610,9129,102301,38180,11448,249758,167878,81880,108908,47660,8235,937,184431
"Ulyanovsk Oblast","city","indicated status",587214,566599,7875,146906,9033,100482,37391,11140,242693,163128,79565,104041,45266,7784,894,20615
"Ulyanovsk Oblast","city","labour force",341078,327006,5230,109762,7326,73222,29214,8137,148344,98001,50343,42719,12552,123,139,14072
"Ulyanovsk Oblast","city","employed",338341,324304,5204,108920,7258,72687,28975,8051,147236,97346,49890,42261,12375,118,139,14037
"Ulyanovsk Oblast","city","unemployed",2737,2702,26,842,68,535,239,86,1108,655,453,458,177,5,NA,35
"Ulyanovsk Oblast","city","not in labour",246136,239593,2645,37144,1707,27260,8177,3003,94349,65127,29222,61322,32714,7661,755,6543
"Ulyanovsk Oblast","city","labour force",3500,3473,59,975,69,649,257,87,1337,823,514,721,269,23,2,27
"Ulyanovsk Oblast","city",NA,181855,18039,207,2704,96,1819,789,308,7065,4750,2315,4867,2394,451,43,163816
"Ulyanovsk Oblast","village",NA,242353,229841,1371,26324,1048,18603,6673,2192,89140,55497,33643,63788,37503,8696,827,12512
"Ulyanovsk Oblast","village","indicated status",227003,225507,1352,25981,1042,18386,6553,2137,87853,54683,33170,62449,36622,8307,806,1496
"Ulyanovsk Oblast","village","labour force",109293,108431,846,17630,835,12021,4774,1333,51008,31409,19599,27279,10169,97,69,862
"Ulyanovsk Oblast","village","employed",108291,107431,843,17522,828,11955,4739,1315,50647,31198,19449,26909,10037,89,69,860
"Ulyanovsk Oblast","village","unemployed",1002,1000,3,108,7,66,35,18,361,211,150,370,132,8,NA,2
"Ulyanovsk Oblast","village","not in labour",117710,117076,506,8351,207,6365,1779,804,36845,23274,13571,35170,26453,8210,737,634
"Ulyanovsk Oblast","village","labour force",1403,1396,4,166,5,111,50,20,534,285,249,460,204,8,NA,7
"Ulyanovsk Oblast","village",NA,15350,4334,19,343,6,217,120,55,1287,814,473,1339,881,389,21,11016
"Ural federal district","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ural federal district","total",NA,10117891,8151544,96150,2002259,131913,1372552,497794,168075,3417041,2195610,1221431,1499422,785555,168610,14432,1966347
"Ural federal district","total","indicated status",8230050,7944615,94019,1970906,130526,1350635,489745,164662,3341238,2143269,1197969,1450064,750558,159230,13938,285435
"Ural federal district","total","labour force",4949881,4734231,65951,1547319,109123,1034819,403377,126814,2102483,1324113,778370,656635,220395,13059,1575,215650
"Ural federal district","total","employed",4898691,4683563,65546,1535440,108225,1027128,400087,125531,2082463,1312253,770210,645450,214992,12610,1531,215128
"Ural federal district","total","unemployed",51190,50668,405,11879,898,7691,3290,1283,20020,11860,8160,11185,5403,449,44,522
"Ural federal district","total","not in labour",3280169,3210384,28068,423587,21403,315816,86368,37848,1238755,819156,419599,793429,530163,146171,12363,69785
"Ural federal district","total","labour force",65486,64948,633,15090,1198,10001,3891,1556,23843,14439,9404,15413,7445,893,75,538
"Ural federal district","total",NA,1887841,206929,2131,31353,1387,21917,8049,3413,75803,52341,23462,49358,34997,9380,494,1680912
"Ural federal district","city",NA,8322404,6451650,84840,1769975,121571,1210449,437955,148275,2720854,1764822,956032,1100556,510239,108346,8565,1870754
"Ural federal district","city","indicated status",6541079,6272244,82839,1741128,120279,1190247,430602,145182,2653879,1718111,935768,1058641,481544,100775,8256,268835
"Ural federal district","city","labour force",4077364,3873195,58939,1377105,100833,919685,356587,112897,1698580,1080139,618441,479706,135858,8880,1230,204169
"Ural federal district","city","employed",4040005,3836305,58590,1366487,100002,912849,353636,111761,1684076,1071480,612596,472301,133275,8611,1204,203700
"Ural federal district","city","unemployed",37359,36890,349,10618,831,6836,2951,1136,14504,8659,5845,7405,2583,269,26,469
"Ural federal district","city","not in labour",2463715,2399049,23900,364023,19446,270562,74015,32285,955299,637972,317327,578935,345686,91895,7026,64666
"Ural federal district","city","labour force",49980,49492,565,13586,1102,9012,3472,1357,18005,11090,6915,11125,4233,569,52,488
"Ural federal district","city",NA,1781325,179406,2001,28847,1292,20202,7353,3093,66975,46711,20264,41915,28695,7571,309,1601919
"Ural federal district","village",NA,1795487,1699894,11310,232284,10342,162103,59839,19800,696187,430788,265399,398866,275316,60264,5867,95593
"Ural federal district","village","indicated status",1688971,1672371,11180,229778,10247,160388,59143,19480,687359,425158,262201,391423,269014,58455,5682,16600
"Ural federal district","village","labour force",872517,861036,7012,170214,8290,115134,46790,13917,403903,243974,159929,176929,84537,4179,345,11481
"Ural federal district","village","employed",858686,847258,6956,168953,8223,114279,46451,13770,398387,240773,157614,173149,81717,3999,327,11428
"Ural federal district","village","unemployed",13831,13778,56,1261,67,855,339,147,5516,3201,2315,3780,2820,180,18,53
